[ 0.79 0.88 0.53 0.69 0.83 0.36 0.59 0.53 0.67 0.02 0.90 0.69 0.06 0.54 0.87 0.99 0.69 0.71 0.80 0.00 0.31 0.99 0.27 0.90 0.89 0.46 0.24 0.11 0.53 0.25 0.66 0.76 0.91 0.19 0.91 0.77 0.12 0.75 0.72 0.72 0.95 0.88 0.56 0.57 0.68 0.97 1.00 0.45 0.87 0.45 0.46 0.45 0.41 0.94 0.85 0.67 0.36 0.32 0.74 0.17 0.29 0.00 0.54 0.35 0.58 0.31 0.56 0.21 0.82 0.24 0.87 0.62 0.50 0.79 0.08 1.00 0.23 0.80 0.62 0.36 0.98 0.17 0.15 0.28 0.71 0.59 0.27 0.79 0.18 ]
[ 0.31 0.40 0.89 0.40 0.18 0.35 0.48 0.89 0.24 0.71 0.22 0.93 0.41 0.96 0.55 0.59 0.00 0.15 0.66 0.05 0.04 0.56 0.19 0.89 0.76 0.31 0.99 0.54 0.28 0.92 0.92 0.82 0.44 0.67 0.08 0.16 0.68 0.76 0.52 0.33 0.57 0.38 0.17 0.42 0.91 0.73 0.94 0.95 0.53 0.65 0.54 0.50 0.61 0.84 0.86 0.40 0.84 0.59 0.00 0.57 0.77 0.12 0.18 0.90 0.70 0.92 0.35 0.57 0.88 0.50 0.95 0.76 0.48 0.49 0.80 0.23 1.00 0.35 0.88 0.73 0.16 0.81 0.30 0.04 0.75 0.97 0.93 0.90 0.47 ]
[ 0.70 0.46 0.85 0.12 0.50 0.00 0.32 0.22 0.98 0.81 0.18 0.17 0.00 0.34 0.48 0.49 0.68 0.71 0.93 0.68 0.41 0.28 0.72 0.44 0.69 0.38 0.40 0.25 0.60 0.73 0.83 0.08 0.20 0.62 0.51 0.50 0.19 0.63 0.83 0.25 0.99 0.49 0.65 0.26 0.45 0.95 0.86 0.75 0.39 0.29 0.35 0.79 0.97 0.88 0.18 0.35 0.54 0.55 0.33 0.80 0.39 0.64 0.75 0.24 0.89 0.25 0.56 0.01 0.32 0.36 0.82 0.81 0.89 0.21 0.36 0.80 0.35 1.00 1.00 0.92 0.45 0.35 0.82 0.17 0.97 0.54 0.67 0.83 0.75 ]
[ 0.79 0.56 0.52 0.89 0.03 0.96 0.98 0.13 0.32 0.58 0.40 0.73 0.94 0.18 0.35 0.09 0.75 0.77 0.94 0.80 0.65 1.00 0.91 0.61 0.50 0.52 0.69 0.59 0.69 0.32 0.97 0.96 0.17 0.71 0.74 0.67 0.83 0.77 0.64 0.04 0.35 0.92 0.85 0.53 0.41 0.42 0.95 0.36 0.54 0.76 0.73 0.31 0.99 1.00 0.00 0.25 0.65 0.74 0.47 0.98 0.92 0.78 0.20 0.41 0.50 0.49 0.39 0.01 0.17 0.64 0.74 0.12 0.85 0.61 0.73 0.62 0.88 1.00 1.00 0.40 0.64 0.61 0.88 0.84 0.67 0.24 0.99 0.98 0.77 ]
[ 0.54 0.92 0.86 0.20 0.86 0.35 0.43 0.37 0.17 0.16 0.88 0.06 0.59 0.28 0.67 0.07 0.84 0.34 0.86 0.36 0.94 0.27 0.86 0.85 0.18 0.98 0.17 0.76 0.89 0.90 0.48 0.31 0.31 0.91 0.65 0.60 0.59 0.78 0.00 0.85 0.91 0.60 0.43 0.95 0.32 0.93 0.88 1.00 0.04 0.55 0.70 0.61 0.47 0.85 0.39 0.55 0.40 0.34 0.04 0.89 0.61 0.43 0.20 0.13 0.95 0.33 0.92 0.46 0.11 0.98 0.78 0.90 0.02 0.44 0.28 0.36 0.73 0.92 0.40 1.00 0.61 0.99 0.91 0.83 0.66 0.88 0.49 0.83 0.99 ]
[ 0.91 0.91 0.83 0.73 0.64 0.94 0.69 0.19 0.87 0.12 0.69 0.40 0.21 0.25 0.26 0.92 0.70 0.96 0.82 0.92 0.92 0.52 0.62 0.73 0.34 0.88 0.81 0.91 0.39 0.24 0.82 0.51 0.95 0.11 0.07 0.80 0.42 0.20 0.36 0.98 0.27 0.42 0.03 0.31 0.96 0.50 0.24 0.92 0.73 0.49 0.40 0.88 0.59 0.18 0.99 0.72 0.96 0.99 0.53 0.67 0.88 0.36 0.56 0.49 0.63 0.61 0.08 0.34 0.33 0.79 0.57 0.59 0.98 0.64 0.00 0.98 0.16 0.45 0.64 0.61 1.00 0.04 0.00 0.84 0.52 0.33 0.00 0.73 0.97 ]
[ 0.72 0.46 0.55 0.69 0.64 0.89 0.89 0.70 0.08 0.39 0.42 0.58 0.20 0.80 0.97 0.86 0.36 0.92 0.59 0.81 0.86 0.35 0.61 0.50 0.79 0.49 0.80 0.34 0.01 0.56 0.49 0.26 0.72 0.70 0.49 0.70 0.29 0.62 0.90 0.89 0.62 0.58 0.00 0.32 0.74 0.59 0.89 0.57 0.39 0.74 0.67 0.21 0.03 0.22 0.38 0.24 0.20 0.54 0.60 0.96 0.69 0.19 0.87 0.89 0.09 0.58 0.87 0.61 0.92 0.00 0.86 0.51 0.84 0.46 0.94 0.17 0.81 0.35 0.61 0.99 0.04 1.00 0.76 0.77 0.82 0.90 0.48 0.89 0.40 ]
[ 0.00 0.36 0.53 0.80 0.81 0.95 0.96 0.72 0.65 0.62 0.73 0.57 0.34 0.53 0.94 0.96 0.55 0.72 0.18 0.80 0.93 0.17 0.90 0.85 0.42 0.33 0.52 0.91 0.62 0.45 0.75 0.39 0.92 0.41 0.05 0.84 0.05 0.41 0.22 1.00 0.82 0.62 0.62 0.90 0.42 0.36 0.47 0.90 0.74 0.03 0.58 0.26 0.09 0.23 0.55 0.83 0.41 0.27 0.00 0.93 0.87 0.24 0.91 0.80 0.79 0.48 0.48 0.98 0.51 0.46 0.74 0.36 0.47 0.43 0.87 0.15 0.30 0.82 0.88 0.91 0.00 0.76 1.00 0.37 0.61 0.82 0.56 0.70 0.06 ]
[ 0.42 0.42 0.68 0.90 0.57 0.41 0.74 0.23 0.52 0.83 0.28 0.59 0.00 0.63 0.38 0.57 0.98 0.41 0.89 0.94 0.81 0.80 0.76 0.42 0.28 0.62 0.04 0.39 0.27 0.80 0.24 0.57 0.33 0.99 0.16 0.00 0.09 0.22 0.37 0.81 0.24 0.98 0.29 0.53 0.46 0.88 0.72 0.49 0.97 0.03 0.34 0.77 0.95 0.55 0.80 0.50 0.56 0.72 0.93 0.77 0.24 0.00 0.60 0.69 0.81 0.88 0.89 0.89 0.16 0.63 0.67 0.18 0.97 0.65 0.65 0.28 0.04 0.17 0.84 0.83 0.84 0.77 0.37 1.00 0.83 0.66 0.66 0.67 0.28 ]
[ 0.98 0.63 0.15 0.46 0.60 0.29 0.17 0.58 0.64 0.87 0.76 0.21 0.73 0.22 0.88 0.72 0.96 0.69 0.66 0.56 0.48 0.44 0.06 0.00 0.67 0.98 0.44 0.89 0.93 0.87 0.21 0.91 0.78 0.84 0.71 0.76 0.88 0.28 0.87 0.68 0.27 0.76 0.64 0.78 0.30 0.89 0.15 0.08 0.81 0.78 0.95 0.34 0.45 0.03 0.87 0.99 0.50 0.94 0.67 0.99 0.77 0.92 0.28 0.46 0.71 0.63 0.47 0.53 0.93 0.48 0.35 0.51 0.87 0.77 0.89 0.71 0.75 0.97 0.67 0.66 0.52 0.82 0.61 0.83 1.00 0.77 0.92 0.76 0.66 ]
[ 0.93 0.65 0.71 0.62 0.92 0.68 0.68 0.28 0.56 0.70 0.90 0.83 0.63 0.30 0.99 0.93 0.59 0.05 0.95 0.97 0.68 0.20 0.82 0.88 0.49 0.45 0.23 0.99 0.42 0.79 0.29 0.91 0.13 0.99 0.72 0.88 0.81 0.94 0.88 0.45 0.93 0.79 0.38 0.30 0.07 0.27 0.62 0.60 0.55 0.42 0.89 0.74 0.85 0.65 0.84 0.93 0.44 0.99 0.43 0.25 0.85 0.26 0.17 0.25 0.06 0.82 0.20 0.18 0.52 0.55 0.90 0.42 0.95 0.40 0.55 0.59 0.97 0.54 0.24 0.88 0.33 0.90 0.82 0.66 0.77 1.00 0.87 0.70 0.34 ]
[ 0.18 0.96 0.51 0.09 0.36 0.50 0.89 0.02 0.33 0.53 0.94 0.99 0.90 0.72 0.69 0.22 0.48 0.44 0.66 0.81 0.42 0.81 0.69 0.85 0.72 0.92 0.47 0.72 0.39 0.32 0.85 0.96 0.78 0.65 0.54 0.49 0.82 0.71 0.54 0.68 0.40 0.87 0.55 0.50 0.41 0.74 0.71 0.90 0.50 0.91 0.71 0.89 0.29 0.42 0.47 0.12 0.58 0.87 0.70 0.16 0.69 0.09 0.85 0.23 0.95 0.42 0.19 0.45 0.30 0.33 0.86 0.80 0.81 0.14 0.07 0.27 0.93 0.67 0.99 0.49 0.00 0.48 0.56 0.66 0.92 0.87 1.00 0.92 0.30 ]
[ 0.04 0.12 0.39 0.19 0.39 0.16 0.94 0.80 0.36 1.00 0.58 1.00 0.88 0.50 0.31 0.50 0.66 0.52 0.15 0.78 0.29 0.07 0.90 0.66 0.43 0.02 0.26 0.62 0.27 0.10 0.32 0.27 0.56 0.80 0.55 0.48 0.54 0.79 0.40 0.99 0.27 0.77 0.76 0.94 0.77 0.38 0.65 0.94 0.55 0.95 0.62 0.46 0.80 0.67 0.81 0.32 0.92 0.62 0.39 0.21 0.95 0.71 0.04 0.90 0.59 0.82 0.52 0.94 0.31 0.99 0.88 0.92 0.60 0.61 0.00 0.79 0.90 0.83 0.98 0.83 0.73 0.89 0.70 0.67 0.76 0.70 0.92 1.00 0.64 ]
[ 0.08 0.90 0.86 0.20 0.50 0.20 0.70 0.94 0.48 0.95 0.22 0.94 0.76 0.29 0.28 0.35 0.00 0.41 0.42 0.23 0.78 0.47 0.96 0.83 0.88 0.19 0.71 0.79 0.45 0.78 0.37 0.60 0.87 0.25 0.86 0.38 0.86 0.80 0.78 0.95 0.90 0.94 0.48 0.38 0.61 0.60 0.50 0.33 0.92 0.89 0.29 0.53 0.85 0.55 0.55 0.87 0.92 0.81 0.41 0.35 0.87 1.00 0.91 0.96 0.94 0.63 0.27 0.96 0.97 0.91 0.42 0.35 0.37 0.52 0.18 0.18 0.47 0.75 0.77 0.99 0.97 0.40 0.06 0.28 0.66 0.34 0.30 0.64 1.00 ]
];
